iter	Passed	Remaining
1665	255433	511174
1666	255678	511202
1667	255869	511125
1668	256080	511087
1669	256310	511086
1670	256532	511069
1671	256717	510977
1672	256896	510875
1673	257060	510742
1674	257237	510634
1675	257406	510513
1676	257575	510390
1677	257754	510285
1678	257942	510201
1679	258179	510212
1680	258372	510136
1681	258576	510081
1682	258782	510030
1683	259004	510011
1684	259261	510060
1685	259461	509997
1686	259656	509923
1687	259823	509795
1688	260006	509698
1689	260201	509626
1690	260380	509521
1691	260558	509412
1692	260847	509522
1693	261053	509470
1694	261258	509415
1695	261700	509821
1696	261871	509700
1697	262345	510168
1698	262550	510110
1699	262756	510057
1700	262955	509987
1701	263144	509901
1702	263316	509779
1703	263495	509672
1704	263678	509573
1705	263863	509476
1706	264032	509350
1707	264234	509285
1708	264425	509201
1709	264605	509094
1710	264825	509065
1711	265008	508965
1712	265264	509003
1713	265452	508912
1714	265650	508840
1715	265842	508757
1716	266038	508681
1717	266280	508691
1718	266512	508684
1719	266707	508604
1720	266983	508679
1721	267275	508786
