iter	Logloss
1512	0.4916880875
1513	0.491673264
1514	0.4916355281
1515	0.4916186634
1516	0.4915823572
1517	0.4915383162
1518	0.4915112787
1519	0.4914789147
1520	0.4914477712
1521	0.4914363503
1522	0.491429157
1523	0.491389754
1524	0.4913457475
1525	0.491334393
1526	0.4913084396
1527	0.4912716353
1528	0.4912347887
1529	0.4912240484
1530	0.4912141646
1531	0.4911755735
1532	0.4911516504
1533	0.4911303006
1534	0.4911092786
1535	0.491088582
1536	0.4910643091
1537	0.4910356012
1538	0.491021953
1539	0.4910043874
1540	0.4909820066
1541	0.4909490725
1542	0.4909223008
1543	0.4909065884
1544	0.4908861774
1545	0.4908632003
1546	0.4908429333
1547	0.49080939
1548	0.4907707339
1549	0.4907479957
1550	0.4907279147
1551	0.4906904254
1552	0.4906572945
1553	0.4906355314
1554	0.4906197636
1555	0.4905817396
1556	0.4905781686
1557	0.4905699501
1558	0.4905473075
1559	0.4905408422
1560	0.4905176397
1561	0.4905046399
1562	0.4904825861
1563	0.4904370473
1564	0.4904283052
1565	0.4904162928
1566	0.4904066246
1567	0.4903623285
1568	0.4903299924
1569	0.4903096532
1570	0.4902745543
1571	0.4902362365
1572	0.4901955035
1573	0.4901687535
1574	0.4901286322
1575	0.4900984753
1576	0.4900795348
1577	0.49005135
1578	0.4900120058
1579	0.4900069757
1580	0.4899773751
1581	0.4899708661
1582	0.4899575289
1583	0.4899525749
1584	0.4899220191
1585	0.4899027544
1586	0.4898696231
1587	0.4898630237
1588	0.4898486319
1589	0.4898078128
1590	0.489804198
1591	0.4897817375
1592	0.4897555386
1593	0.489741785
1594	0.4897395845
1595	0.4897055716
1596	0.4896936654
1597	0.4896518323
1598	0.4896265789
1599	0.4895980138
1600	0.4895916429
1601	0.4895740842
1602	0.489549847
1603	0.4895295519
1604	0.4895051544
1605	0.4894781471
1606	0.4894408699
1607	0.4894005381
1608	0.4893914553
1609	0.4893769394
1610	0.4893646487
1611	0.4893631188
1612	0.4893196834
1613	0.4892906296
1614	0.4892810629
1615	0.4892784835
1616	0.4892541366
1617	0.4892119318
1618	0.4891804955
1619	0.4891598396
1620	0.4891552306
1621	0.4891111244
1622	0.4890755859
1623	0.4890329739
1624	0.4889980699
1625	0.4889845735
1626	0.488976157
1627	0.4889651983
1628	0.4889475262
1629	0.488942534
1630	0.4888982158
1631	0.4888661317
1632	0.4888278041
1633	0.4887898846
1634	0.4887478214
1635	0.4886973256
1636	0.4886709435
1637	0.4886344736
1638	0.4886174408
1639	0.4886123355
1640	0.4885847308
1641	0.4885742036
1642	0.488558008
1643	0.4885411403
1644	0.4885397439
1645	0.4885247693
1646	0.4884978343
1647	0.488476395
1648	0.4884568998
1649	0.4884324723
1650	0.4884310914
1651	0.4883987117
1652	0.4883833862
1653	0.4883525118
1654	0.4883102879
1655	0.4882750464
1656	0.4882551095
1657	0.4882385439
1658	0.4882168532
1659	0.4881672829
1660	0.4881454457
1661	0.4881097605
1662	0.488071294
1663	0.4880472261
1664	0.4880109168
1665	0.4879630899
1666	0.487947316
1667	0.4879276614
1668	0.4878920005
1669	0.4878603321
1670	0.4878482544
1671	0.4878255001
1672	0.4877986012
1673	0.487795172
1674	0.4877498881
1675	0.4877189575
1676	0.4877129977
1677	0.4876823965
1678	0.4876715638
1679	0.4876502879
1680	0.4876473723
1681	0.4875918237
1682	0.4875722819
1683	0.48755527
1684	0.4875410689
1685	0.4875216639
1686	0.4874919749
1687	0.4874651899
1688	0.4874433184
1689	0.4874258718
1690	0.4873967828
1691	0.4873804736
1692	0.4873683648
1693	0.4873359297
1694	0.4872994074
1695	0.4872728078
1696	0.4872606958
1697	0.4872283432
1698	0.4872006115
1699	0.4871805838
1700	0.4871588343
1701	0.4871376914
1702	0.4871061676
1703	0.487083884
1704	0.4870513728
1705	0.4870278077
1706	0.4869902653
1707	0.486956181
1708	0.4869333747
1709	0.4869086437
1710	0.4868970264
1711	0.4868811252
1712	0.4868641286
1713	0.486824329
1714	0.4868159489
1715	0.4867880319
1716	0.486757143
1717	0.4867550445
1718	0.4867399191
1719	0.4867299598
1720	0.4867090093
1721	0.4866865462
